helpfulness,review_id
1,1130688
4,1437136
2,769442
1,343871
3,98308
2,1400127
3,82007
4,973645
5,1652592
3,1040000
4,522479
5,1141317
2,771668
3,1809502
1,1809356
3,106804
4,1523108
2,1521547
3,1255325
5,122135
3,236371
2,1665291
5,1198706
3,1809297
2,1478851
2,1809368
3,1186279
3,243862
3,470240
3,1384313
3,1809371
2,1809549
2,1122313
1,1809318
4,293330
4,673258
4,890158
3,480713
1,1240410
3,1142423
3,97338
2,1582074
5,80508
2,1186702
4,1421819
3,1809436
4,79266
2,473794
1,1565880
3,1809348
4,1247156
3,848477
1,1568725
4,2007800
1,943847
2,1766844
1,1297944
5,897454
3,1809564
3,456312
3,774365
4,1636046
1,122020
2,1155309
3,179922
4,1417896
3,320995
3,364797
1,757193
2,1286738
5,1198360
4,370864
1,264921
3,700980
3,1809562
4,611305
3,38698
1,172803
4,1452324
2,1809427
4,1361887
2,133322
3,302382
4,133658
3,1523532
5,768435
2,1809414
3,372872
1,1809343
2,1140852
4,202150
2,1473802
1,1809299
4,556666
5,164083
3,1043465
2,1809332
4,1582429
5,591047
3,1113192
2,1809346
2,1809355
4,885943
3,777421
3,1183585
3,1416021
2,1086780
2,1508948
2,888044
2,908965
5,788230
1,1720538
1,1173429
3,613965
3,1025005
2,1809286
4,221411
4,1499690
3,1306756
4,1785775
3,1407889
3,43879
2,220456
5,294297
4,1759404
4,183696
3,1809559
2,837826
1,1809417
3,14015
2,1408011
1,972506
3,1326790
3,1502460
4,1609638
1,1676969
2,575411
5,952333
3,1809372
4,1809477
4,468276
2,1629991
3,1160246
3,1076638
4,1349745
5,446140
3,91617
3,1646723
4,1394753
4,842208
3,1809515
2,1601989
2,1809464
5,584171
2,2894
4,808131
4,1303326
2,1176329
3,992770
3,379802
4,36523
2,999430
2,1361442
1,886260
5,95215
2,1134302
4,381603
3,1809568
3,1809533
4,1466086
4,1220984
1,33573
4,145322
2,1809296
4,1579981
3,887534
3,781402
4,581090
2,347512
3,930381
2,6232
4,1250974
2,1481207
4,609149
4,668244
2,1809530
3,1188113
3,1685113
3,69480
3,712485
4,297667
3,758654
2,925102
5,1680318
3,1538715
1,736157
3,1215476
4,655746
1,1809400
3,1972144
