helpfulness,review_id
1,1130688
4,1437136
3,769442
1,343871
3,98308
2,1400127
2,82007
4,973645
4,1652592
3,1040000
4,522479
5,1141317
2,771668
3,1809502
1,1809356
3,106804
4,1523108
2,1521547
3,1255325
5,122135
3,236371
2,1665291
5,1198706
3,1809297
2,1478851
2,1809368
3,1186279
3,243862
2,470240
3,1384313
3,1809371
2,1809549
2,1122313
1,1809318
5,293330
4,673258
4,890158
3,480713
1,1240410
4,1142423
3,97338
3,1582074
5,80508
2,1186702
4,1421819
2,1809436
3,79266
2,473794
1,1565880
2,1809348
4,1247156
4,848477
1,1568725
3,2007800
1,943847
3,1766844
1,1297944
5,897454
3,1809564
3,456312
3,774365
4,1636046
2,122020
3,1155309
3,179922
4,1417896
3,320995
3,364797
2,757193
3,1286738
5,1198360
4,370864
1,264921
3,700980
3,1809562
4,611305
3,38698
2,172803
4,1452324
2,1809427
4,1361887
1,133322
2,302382
3,133658
1,1523532
4,768435
1,1809414
3,372872
1,1809343
1,1140852
5,202150
2,1473802
2,1809299
4,556666
4,164083
3,1043465
4,1809332
4,1582429
5,591047
3,1113192
1,1809346
2,1809355
4,885943
4,777421
2,1183585
4,1416021
1,1086780
2,1508948
2,888044
2,908965
5,788230
1,1720538
1,1173429
4,613965
3,1025005
2,1809286
4,221411
4,1499690
3,1306756
3,1785775
2,1407889
3,43879
1,220456
4,294297
4,1759404
4,183696
2,1809559
3,837826
2,1809417
3,14015
1,1408011
2,972506
3,1326790
3,1502460
4,1609638
1,1676969
1,575411
4,952333
2,1809372
4,1809477
3,468276
1,1629991
2,1160246
2,1076638
4,1349745
5,446140
2,91617
1,1646723
4,1394753
3,842208
3,1809515
3,1601989
2,1809464
4,584171
2,2894
3,808131
3,1303326
2,1176329
2,992770
3,379802
4,36523
2,999430
3,1361442
3,886260
5,95215
2,1134302
4,381603
3,1809568
4,1809533
4,1466086
4,1220984
2,33573
4,145322
2,1809296
4,1579981
3,887534
2,781402
3,581090
2,347512
2,930381
2,6232
3,1250974
2,1481207
4,609149
5,668244
2,1809530
2,1188113
3,1685113
3,69480
3,712485
4,297667
3,758654
2,925102
4,1680318
3,1538715
2,736157
3,1215476
4,655746
1,1809400
3,1972144
