helpfulness,review_id
1,2415252
4,1117804
5,3525171
3,3524683
4,3524286
4,2748945
2,261042
4,2402541
4,1537937
2,2665303
3,2309008
2,3526023
3,3524493
4,3525274
2,3524196
2,3290653
3,383543
2,3525556
4,3525235
2,338877
2,559086
1,288198
1,2835966
3,2418711
1,3523399
1,3523130
4,2214095
2,3525881
2,3525800
2,3522987
2,3523124
1,374010
4,2182324
4,3523618
1,3523865
2,2902997
3,4961857
3,2170148
3,2337737
1,3526272
3,2484568
2,941262
3,4491900
2,3522996
1,3525205
2,3524097
4,479793
2,2444850
3,399861
2,11593
4,1005604
3,600928
2,1895810
3,3523458
2,676375
2,3522892
1,973588
2,3143857
3,3523999
4,1309436
2,2703810
1,3523678
5,3323854
1,3524543
2,3207280
2,3525875
3,545091
1,3524421
5,432083
1,3525214
1,3523613
4,3475339
4,589388
4,3524387
3,649706
2,4643685
2,5828605
1,3525052
4,1572861
1,3523529
3,3144581
4,3524924
4,112643
3,1853186
4,2319273
4,1002906
1,3525617
2,3476693
4,2545683
4,3524321
2,3228205
2,3526790
4,2169186
1,3524504
5,3525328
4,3525051
4,1442520
3,3525942
1,1533423
4,1222901
3,291819
1,3524429
2,475610
4,3080
4,3084222
4,2987853
1,1415179
2,3523891
2,3524938
5,6996
4,3525547
1,5545828
3,3523747
3,3525648
4,1911203
2,3524816
4,2568147
3,227829
3,3523936
1,3523060
2,2902483
5,1182779
2,18801
4,3525643
3,3524840
1,3525084
1,3158490
4,3523042
1,3525613
2,3523038
1,1079652
2,3524891
1,2184786
2,2196459
3,5861175
2,3523548
1,3525258
5,492772
2,3524185
1,3700641
4,1510396
4,2165661
4,750662
3,900952
1,3526229
5,750100
3,4696435
4,1955597
1,4029533
2,2906103
2,28894
1,3525775
3,1544484
1,2843121
2,3523952
3,1115874
3,2955430
1,2079422
4,3526271
3,3188231
2,742562
1,3524328
2,3523567
1,3524517
3,3523538
2,3522939
2,3526376
4,1376669
3,3878508
2,3526491
2,3319390
4,567508
2,323702
2,3158561
2,3526269
4,1425090
3,77210
3,3432768
1,3107730
1,3525700
1,1710086
5,3526765
5,3526619
2,1487042
1,832508
3,151860
1,1024312
2,3525788
1,2028270
1,3524824
2,3524668
4,302190
4,2752051
4,1369161
3,3331916
4,3526712
4,802939
3,2626626
4,3468786
4,5665
