helpfulness,review_id
3,2415252
4,1117804
3,3525171
3,3524683
4,3524286
3,2748945
2,261042
3,2402541
2,1537937
3,2665303
3,2309008
3,3526023
1,3524493
4,3525274
4,3524196
3,3290653
2,383543
3,3525556
3,3525235
3,338877
2,559086
1,288198
1,2835966
1,2418711
3,3523399
2,3523130
2,2214095
3,3525881
2,3525800
3,3522987
4,3523124
1,374010
3,2182324
1,3523618
3,3523865
2,2902997
4,4961857
4,2170148
1,2337737
4,3526272
4,2484568
2,941262
3,4491900
2,3522996
1,3525205
3,3524097
4,479793
3,2444850
4,399861
3,11593
3,1005604
2,600928
3,1895810
3,3523458
3,676375
2,3522892
2,973588
3,3143857
3,3523999
2,1309436
2,2703810
3,3523678
1,3323854
3,3524543
2,3207280
4,3525875
2,545091
2,3524421
4,432083
2,3525214
4,3523613
2,3475339
4,589388
5,3524387
2,649706
3,4643685
3,5828605
3,3525052
4,1572861
3,3523529
3,3144581
2,3524924
3,112643
1,1853186
4,2319273
4,1002906
3,3525617
3,3476693
3,2545683
3,3524321
2,3228205
3,3526790
1,2169186
2,3524504
3,3525328
4,3525051
4,1442520
3,3525942
1,1533423
3,1222901
3,291819
2,3524429
2,475610
1,3080
4,3084222
2,2987853
2,1415179
1,3523891
3,3524938
1,6996
2,3525547
3,5545828
4,3523747
2,3525648
3,1911203
3,3524816
3,2568147
2,227829
3,3523936
2,3523060
3,2902483
4,1182779
4,18801
4,3525643
1,3524840
2,3525084
5,3158490
3,3523042
2,3525613
3,3523038
3,1079652
4,3524891
1,2184786
5,2196459
1,5861175
4,3523548
1,3525258
2,492772
3,3524185
2,3700641
4,1510396
2,2165661
3,750662
3,900952
4,3526229
5,750100
2,4696435
5,1955597
3,4029533
4,2906103
3,28894
2,3525775
3,1544484
2,2843121
2,3523952
4,1115874
3,2955430
2,2079422
3,3526271
4,3188231
4,742562
1,3524328
2,3523567
2,3524517
1,3523538
3,3522939
1,3526376
3,1376669
1,3878508
3,3526491
4,3319390
2,567508
3,323702
4,3158561
5,3526269
3,1425090
3,77210
2,3432768
3,3107730
3,3525700
2,1710086
4,3526765
4,3526619
3,1487042
4,832508
3,151860
2,1024312
3,3525788
2,2028270
2,3524824
4,3524668
4,302190
3,2752051
5,1369161
1,3331916
2,3526712
4,802939
4,2626626
4,3468786
5,5665
