review_id,helpfulness
1130688,2
1437136,5
769442,3
343871,1
98308,3
1400127,3
82007,3
973645,4
1652592,4
1040000,3
522479,4
1141317,3
771668,2
1809502,2
1809356,1
106804,3
1523108,4
1521547,1
1255325,4
122135,5
236371,2
1665291,1
1198706,5
1809297,2
1478851,2
1809368,1
1186279,3
243862,3
470240,2
1384313,3
1809371,3
1809549,2
1122313,2
1809318,1
293330,4
673258,4
890158,3
480713,3
1240410,1
1142423,3
97338,2
1582074,2
80508,4
1186702,2
1421819,3
1809436,2
79266,2
473794,2
1565880,1
1809348,3
1247156,4
848477,4
1568725,2
2007800,4
943847,2
1766844,3
1297944,2
897454,5
1809564,3
456312,4
774365,3
1636046,4
122020,1
1155309,2
179922,3
1417896,4
320995,4
364797,3
757193,2
1286738,3
1198360,4
370864,3
264921,1
700980,2
1809562,3
611305,4
38698,2
172803,1
1452324,4
1809427,2
1361887,3
133322,1
302382,2
133658,4
1523532,2
768435,5
1809414,1
372872,2
1809343,1
1140852,1
202150,5
1473802,2
1809299,1
556666,4
164083,4
1043465,3
1809332,3
1582429,4
591047,3
1113192,2
1809346,2
1809355,2
885943,4
777421,4
1183585,3
1416021,4
1086780,2
1508948,2
888044,3
908965,1
788230,5
1720538,1
1173429,1
613965,2
1025005,3
1809286,1
221411,4
1499690,3
1306756,2
1785775,3
1407889,1
43879,2
220456,1
294297,4
1759404,4
183696,3
1809559,3
837826,3
1809417,2
14015,2
1408011,1
972506,2
1326790,3
1502460,2
1609638,5
1676969,1
575411,1
952333,4
1809372,3
1809477,4
468276,3
1629991,2
1160246,2
1076638,2
1349745,4
446140,5
91617,2
1646723,2
1394753,3
842208,3
1809515,3
1601989,2
1809464,1
584171,5
2894,2
808131,4
1303326,4
1176329,2
992770,2
379802,4
36523,3
999430,2
1361442,2
886260,2
95215,4
1134302,2
381603,4
1809568,3
1809533,3
1466086,3
1220984,4
33573,2
145322,4
1809296,2
1579981,4
887534,3
781402,3
581090,3
347512,2
930381,2
6232,2
1250974,3
1481207,2
609149,4
668244,4
1809530,2
1188113,3
1685113,2
69480,3
712485,3
297667,4
758654,3
925102,2
1680318,4
1538715,3
736157,1
1215476,3
655746,4
1809400,1
1972144,2
