helpfulness,review_id
1,1130688
4,1437136
3,769442
1,343871
3,98308
1,1400127
2,82007
4,973645
1,1652592
3,1040000
4,522479
5,1141317
2,771668
2,1809502
1,1809356
3,106804
5,1523108
2,1521547
3,1255325
4,122135
2,236371
1,1665291
4,1198706
2,1809297
2,1478851
1,1809368
3,1186279
2,243862
2,470240
2,1384313
2,1809371
2,1809549
2,1122313
1,1809318
5,293330
4,673258
3,890158
3,480713
1,1240410
4,1142423
2,97338
2,1582074
4,80508
2,1186702
3,1421819
2,1809436
3,79266
2,473794
1,1565880
3,1809348
4,1247156
4,848477
2,1568725
4,2007800
2,943847
3,1766844
2,1297944
5,897454
3,1809564
4,456312
3,774365
4,1636046
1,122020
2,1155309
3,179922
4,1417896
3,320995
3,364797
2,757193
3,1286738
4,1198360
4,370864
1,264921
2,700980
3,1809562
4,611305
3,38698
1,172803
3,1452324
2,1809427
3,1361887
1,133322
2,302382
4,133658
2,1523532
5,768435
1,1809414
3,372872
1,1809343
1,1140852
4,202150
2,1473802
1,1809299
4,556666
4,164083
2,1043465
3,1809332
4,1582429
4,591047
2,1113192
2,1809346
2,1809355
5,885943
4,777421
3,1183585
3,1416021
2,1086780
2,1508948
2,888044
2,908965
4,788230
1,1720538
1,1173429
3,613965
3,1025005
1,1809286
4,221411
3,1499690
2,1306756
3,1785775
2,1407889
2,43879
1,220456
5,294297
4,1759404
4,183696
2,1809559
3,837826
2,1809417
3,14015
1,1408011
1,972506
3,1326790
2,1502460
5,1609638
1,1676969
2,575411
4,952333
3,1809372
4,1809477
4,468276
2,1629991
2,1160246
3,1076638
4,1349745
4,446140
2,91617
2,1646723
3,1394753
3,842208
3,1809515
2,1601989
1,1809464
4,584171
2,2894
4,808131
3,1303326
2,1176329
2,992770
3,379802
3,36523
2,999430
1,1361442
1,886260
4,95215
2,1134302
4,381603
3,1809568
3,1809533
3,1466086
4,1220984
1,33573
3,145322
2,1809296
3,1579981
2,887534
2,781402
3,581090
2,347512
2,930381
1,6232
2,1250974
1,1481207
4,609149
4,668244
2,1809530
2,1188113
2,1685113
3,69480
2,712485
3,297667
2,758654
1,925102
5,1680318
2,1538715
1,736157
2,1215476
3,655746
1,1809400
3,1972144
