helpfulness,review_id
1,1130688
4,1437136
3,769442
1,343871
2,98308
1,1400127
2,82007
3,973645
2,1652592
2,1040000
4,522479
3,1141317
1,771668
2,1809502
1,1809356
2,106804
4,1523108
2,1521547
4,1255325
5,122135
2,236371
1,1665291
5,1198706
3,1809297
2,1478851
1,1809368
3,1186279
3,243862
2,470240
2,1384313
3,1809371
2,1809549
2,1122313
1,1809318
4,293330
4,673258
3,890158
3,480713
1,1240410
4,1142423
2,97338
2,1582074
4,80508
2,1186702
4,1421819
3,1809436
3,79266
3,473794
1,1565880
2,1809348
3,1247156
3,848477
1,1568725
4,2007800
1,943847
2,1766844
2,1297944
4,897454
3,1809564
2,456312
2,774365
4,1636046
1,122020
2,1155309
3,179922
4,1417896
3,320995
3,364797
1,757193
3,1286738
4,1198360
3,370864
1,264921
2,700980
2,1809562
4,611305
2,38698
1,172803
3,1452324
2,1809427
3,1361887
1,133322
2,302382
3,133658
1,1523532
4,768435
1,1809414
2,372872
1,1809343
1,1140852
4,202150
2,1473802
1,1809299
4,556666
5,164083
3,1043465
3,1809332
4,1582429
3,591047
2,1113192
2,1809346
1,1809355
3,885943
4,777421
2,1183585
3,1416021
2,1086780
1,1508948
2,888044
2,908965
5,788230
1,1720538
1,1173429
3,613965
3,1025005
1,1809286
4,221411
4,1499690
2,1306756
3,1785775
2,1407889
2,43879
1,220456
4,294297
3,1759404
3,183696
3,1809559
4,837826
2,1809417
2,14015
1,1408011
2,972506
3,1326790
2,1502460
4,1609638
1,1676969
2,575411
5,952333
3,1809372
3,1809477
4,468276
2,1629991
3,1160246
3,1076638
4,1349745
5,446140
3,91617
3,1646723
4,1394753
4,842208
3,1809515
2,1601989
1,1809464
4,584171
2,2894
3,808131
3,1303326
1,1176329
2,992770
4,379802
3,36523
2,999430
1,1361442
2,886260
4,95215
1,1134302
4,381603
3,1809568
3,1809533
3,1466086
3,1220984
2,33573
3,145322
2,1809296
4,1579981
3,887534
2,781402
4,581090
2,347512
2,930381
2,6232
2,1250974
2,1481207
4,609149
4,668244
2,1809530
2,1188113
2,1685113
3,69480
2,712485
3,297667
3,758654
2,925102
4,1680318
2,1538715
1,736157
2,1215476
3,655746
1,1809400
2,1972144
