review_id,helpfulness
2415252,2.0
1117804,5.0
3525171,3.0
3524683,4.0
3524286,4.0
2748945,3.0
261042,2.0
2402541,3.0
1537937,1.0
2665303,3.0
2309008,3.0
3526023,3.0
3524493,1.0
3525274,3.0
3524196,3.0
3290653,2.0
383543,3.0
3525556,2.0
3525235,2.0
338877,3.0
559086,3.0
288198,1.0
2835966,1.0
2418711,2.0
3523399,4.0
3523130,3.0
2214095,2.0
3525881,4.0
3525800,2.0
3522987,3.0
3523124,3.0
374010,1.0
2182324,3.0
3523618,1.0
3523865,3.0
2902997,2.0
4961857,4.0
2170148,4.0
2337737,1.0
3526272,3.0
2484568,4.0
941262,2.0
4491900,3.0
3522996,2.0
3525205,1.0
3524097,4.0
479793,4.0
2444850,4.0
399861,3.0
11593,2.0
1005604,1.0
600928,2.0
1895810,2.0
3523458,2.0
676375,2.0
3522892,3.0
973588,3.0
3143857,3.0
3523999,2.0
1309436,2.0
2703810,2.5
3523678,3.5
3323854,1.5
3524543,2.5
3207280,2.0
3525875,3.2
545091,1.5
3524421,2.2
432083,4.2
3525214,2.8
3523613,3.5
3475339,3.0
589388,4.0
3524387,4.5
649706,2.5
4643685,2.5
5828605,2.5
3525052,2.2
1572861,4.0
3523529,2.7
3144581,4.0
3524924,3.0
112643,4.0
1853186,2.0
2319273,5.0
1002906,4.0
3525617,3.0
3476693,3.0
2545683,2.0
3524321,3.0
3228205,2.0
3526790,3.0
2169186,2.0
3524504,1.0
3525328,4.0
3525051,5.0
1442520,4.0
3525942,4.0
1533423,1.0
1222901,4.0
291819,5.0
3524429,2.0
475610,3.0
3080,1.0
3084222,4.0
2987853,4.0
1415179,2.0
3523891,2.0
3524938,3.0
6996,1.0
3525547,2.0
5545828,3.0
3523747,4.0
3525648,3.0
1911203,4.0
3524816,3.0
2568147,4.0
227829,3.0
3523936,3.0
3523060,2.0
2902483,1.86
1182779,2.86
18801,3.86
3525643,3.43
3524840,1.71
3525084,2.0
3158490,4.19
3523042,3.29
3525613,2.14
3523038,3.14
1079652,3.57
3524891,3.29
2184786,1.71
2196459,3.71
5861175,1.86
3523548,2.71
3525258,1.43
492772,1.86
3524185,3.14
3700641,1.86
1510396,3.57
2165661,1.71
750662,2.64
900952,2.14
3526229,2.71
750100,4.14
4696435,2.14
1955597,4.14
4029533,2.86
2906103,2.71
28894,4.0
3525775,2.71
1544484,3.14
2843121,2.71
3523952,2.29
1115874,3.57
2955430,2.71
2079422,2.57
3526271,2.71
3188231,3.14
742562,4.0
3524328,1.0
3523567,1.0
3524517,2.0
3523538,1.0
3522939,4.0
3526376,2.0
1376669,4.0
3878508,1.0
3526491,3.0
3319390,3.0
567508,2.0
323702,2.0
3158561,3.0
3526269,3.0
1425090,4.0
77210,3.0
3432768,2.0
3107730,2.0
3525700,2.0
1710086,2.0
3526765,4.0
3526619,5.0
1487042,2.0
832508,4.0
151860,3.0
1024312,2.0
3525788,3.0
2028270,2.0
3524824,1.0
3524668,3.0
302190,3.0
2752051,2.0
1369161,4.0
3331916,1.0
3526712,2.0
802939,2.0
2626626,3.0
3468786,3.0
5665,4.0
