helpfulness,review_id
2.71,2415252
4.86,1117804
3.83,3525171
3.0,3524683
4.14,3524286
3.14,2748945
2.71,261042
3.0,2402541
2.86,1537937
3.43,2665303
3.57,2309008
2.29,3526023
2.0,3524493
3.29,3525274
2.57,3524196
2.71,3290653
3.29,383543
2.57,3525556
3.57,3525235
3.0,338877
3.0,559086
1.0,288198
1.0,2835966
2.0,2418711
4.0,3523399
3.0,3523130
3.0,2214095
4.0,3525881
2.0,3525800
3.0,3522987
3.0,3523124
1.0,374010
3.0,2182324
1.0,3523618
3.0,3523865
3.0,2902997
4.0,4961857
4.0,2170148
1.0,2337737
3.0,3526272
4.0,2484568
2.0,941262
4.0,4491900
3.0,3522996
2.0,3525205
3.0,3524097
4.0,479793
4.0,2444850
3.0,399861
3.0,11593
2.0,1005604
2.0,600928
3.0,1895810
2.0,3523458
2.0,676375
2.0,3522892
2.0,973588
2.0,3143857
3.0,3523999
2.0,1309436
2.43,2703810
2.79,3523678
1.71,3323854
3.0,3524543
2.14,3207280
3.79,3525875
2.79,545091
2.93,3524421
4.14,432083
3.21,3525214
3.5,3523613
2.79,3475339
4.0,589388
3.79,3524387
2.14,649706
2.93,4643685
2.43,5828605
2.0,3525052
3.79,1572861
3.57,3523529
4.0,3144581
3.0,3524924
4.0,112643
2.0,1853186
5.0,2319273
4.0,1002906
3.0,3525617
3.0,3476693
3.0,2545683
3.0,3524321
3.0,3228205
3.0,3526790
2.0,2169186
3.0,3524504
4.0,3525328
5.0,3525051
4.0,1442520
3.0,3525942
2.0,1533423
5.0,1222901
4.1,291819
2.1,3524429
2.7,475610
2.1,3080
3.6,3084222
3.6,2987853
2.3,1415179
2.0,3523891
3.3,3524938
1.9,6996
2.1,3525547
2.8,5545828
4.0,3523747
3.0,3525648
3.4,1911203
3.1,3524816
3.4,2568147
3.7,227829
3.7,3523936
3.1,3523060
3.0,2902483
3.0,1182779
4.0,18801
4.0,3525643
1.0,3524840
2.0,3525084
5.0,3158490
3.0,3523042
2.0,3525613
4.0,3523038
2.0,1079652
4.0,3524891
1.0,2184786
4.0,2196459
1.0,5861175
3.0,3523548
1.0,3525258
1.0,492772
3.0,3524185
2.0,3700641
3.0,1510396
2.0,2165661
3.0,750662
2.0,900952
4.0,3526229
5.0,750100
2.0,4696435
4.0,1955597
4.0,4029533
4.0,2906103
4.0,28894
3.0,3525775
4.0,1544484
4.0,2843121
3.0,3523952
3.0,1115874
2.0,2955430
3.0,2079422
3.0,3526271
2.0,3188231
4.0,742562
2.0,3524328
1.0,3523567
2.0,3524517
1.0,3523538
4.0,3522939
1.0,3526376
5.0,1376669
1.0,3878508
3.0,3526491
3.0,3319390
1.0,567508
3.0,323702
3.0,3158561
4.0,3526269
4.0,1425090
3.0,77210
2.0,3432768
1.0,3107730
1.0,3525700
2.0,1710086
4.14,3526765
4.57,3526619
2.57,1487042
4.0,832508
3.71,151860
2.57,1024312
3.29,3525788
1.86,2028270
1.86,3524824
2.0,3524668
3.57,302190
2.71,2752051
3.86,1369161
1.57,3331916
2.29,3526712
3.86,802939
3.43,2626626
3.14,3468786
4.14,5665
