helpfulness,review_id
1,1130688
4,1437136
3,769442
1,343871
3,98308
2,1400127
2,82007
4,973645
5,1652592
3,1040000
4,522479
4,1141317
2,771668
3,1809502
1,1809356
3,106804
4,1523108
3,1521547
3,1255325
4,122135
3,236371
2,1665291
4,1198706
3,1809297
2,1478851
1,1809368
3,1186279
3,243862
2,470240
3,1384313
4,1809371
2,1809549
3,1122313
1,1809318
4,293330
4,673258
4,890158
3,480713
1,1240410
3,1142423
3,97338
2,1582074
4,80508
3,1186702
4,1421819
2,1809436
3,79266
3,473794
2,1565880
2,1809348
4,1247156
3,848477
2,1568725
4,2007800
2,943847
3,1766844
2,1297944
5,897454
3,1809564
4,456312
4,774365
3,1636046
1,122020
3,1155309
4,179922
4,1417896
3,320995
2,364797
2,757193
3,1286738
4,1198360
3,370864
1,264921
3,700980
3,1809562
3,611305
2,38698
1,172803
3,1452324
2,1809427
4,1361887
2,133322
3,302382
3,133658
2,1523532
4,768435
1,1809414
3,372872
1,1809343
1,1140852
5,202150
1,1473802
1,1809299
3,556666
4,164083
3,1043465
4,1809332
4,1582429
4,591047
3,1113192
3,1809346
2,1809355
4,885943
3,777421
4,1183585
3,1416021
2,1086780
2,1508948
2,888044
2,908965
4,788230
1,1720538
1,1173429
3,613965
2,1025005
1,1809286
3,221411
3,1499690
2,1306756
2,1785775
2,1407889
2,43879
1,220456
4,294297
3,1759404
3,183696
2,1809559
4,837826
2,1809417
3,14015
3,1408011
2,972506
3,1326790
3,1502460
4,1609638
2,1676969
2,575411
4,952333
3,1809372
3,1809477
4,468276
2,1629991
3,1160246
3,1076638
4,1349745
5,446140
2,91617
2,1646723
3,1394753
4,842208
3,1809515
2,1601989
2,1809464
4,584171
3,2894
3,808131
3,1303326
2,1176329
2,992770
3,379802
3,36523
2,999430
3,1361442
2,886260
4,95215
2,1134302
3,381603
3,1809568
3,1809533
4,1466086
4,1220984
1,33573
3,145322
3,1809296
3,1579981
4,887534
3,781402
4,581090
3,347512
2,930381
2,6232
3,1250974
2,1481207
4,609149
4,668244
2,1809530
3,1188113
3,1685113
3,69480
2,712485
2,297667
2,758654
2,925102
2,1680318
2,1538715
2,736157
2,1215476
2,655746
2,1809400
2,1972144
