helpfulness,review_id
2,1130688
4,1437136
3,769442
1,343871
3,98308
1,1400127
2,82007
4,973645
5,1652592
3,1040000
4,522479
4,1141317
2,771668
3,1809502
1,1809356
3,106804
4,1523108
3,1521547
2,1255325
4,122135
3,236371
2,1665291
4,1198706
3,1809297
2,1478851
1,1809368
3,1186279
2,243862
2,470240
2,1384313
4,1809371
2,1809549
3,1122313
2,1809318
4,293330
4,673258
5,890158
3,480713
2,1240410
2,1142423
3,97338
3,1582074
4,80508
2,1186702
4,1421819
3,1809436
3,79266
3,473794
2,1565880
2,1809348
4,1247156
3,848477
1,1568725
3,2007800
1,943847
3,1766844
1,1297944
4,897454
2,1809564
3,456312
4,774365
3,1636046
1,122020
3,1155309
3,179922
4,1417896
3,320995
3,364797
2,757193
3,1286738
4,1198360
3,370864
1,264921
2,700980
2,1809562
3,611305
3,38698
1,172803
3,1452324
2,1809427
4,1361887
1,133322
2,302382
4,133658
3,1523532
4,768435
1,1809414
3,372872
1,1809343
1,1140852
5,202150
2,1473802
1,1809299
4,556666
4,164083
3,1043465
3,1809332
3,1582429
4,591047
3,1113192
3,1809346
3,1809355
5,885943
3,777421
4,1183585
4,1416021
3,1086780
3,1508948
4,888044
2,908965
4,788230
1,1720538
1,1173429
3,613965
3,1025005
1,1809286
4,221411
3,1499690
2,1306756
2,1785775
2,1407889
2,43879
1,220456
4,294297
3,1759404
3,183696
2,1809559
3,837826
2,1809417
2,14015
2,1408011
2,972506
3,1326790
4,1502460
4,1609638
2,1676969
2,575411
4,952333
4,1809372
4,1809477
3,468276
1,1629991
2,1160246
3,1076638
3,1349745
4,446140
2,91617
2,1646723
3,1394753
3,842208
4,1809515
2,1601989
2,1809464
4,584171
2,2894
3,808131
4,1303326
2,1176329
2,992770
4,379802
4,36523
3,999430
3,1361442
2,886260
4,95215
2,1134302
4,381603
3,1809568
3,1809533
4,1466086
4,1220984
2,33573
4,145322
2,1809296
4,1579981
4,887534
3,781402
4,581090
3,347512
3,930381
2,6232
3,1250974
2,1481207
4,609149
4,668244
2,1809530
2,1188113
3,1685113
3,69480
2,712485
4,297667
3,758654
2,925102
4,1680318
2,1538715
1,736157
2,1215476
3,655746
1,1809400
3,1972144
