helpfulness,review_id
1,1130688
4,1437136
3,769442
1,343871
2,98308
2,1400127
3,82007
3,973645
5,1652592
3,1040000
4,522479
4,1141317
2,771668
3,1809502
1,1809356
3,106804
4,1523108
3,1521547
2,1255325
4,122135
2,236371
1,1665291
4,1198706
2,1809297
2,1478851
1,1809368
2,1186279
2,243862
1,470240
2,1384313
3,1809371
2,1809549
2,1122313
1,1809318
4,293330
4,673258
4,890158
3,480713
1,1240410
4,1142423
3,97338
3,1582074
4,80508
2,1186702
4,1421819
2,1809436
3,79266
3,473794
1,1565880
3,1809348
4,1247156
4,848477
1,1568725
3,2007800
1,943847
3,1766844
1,1297944
4,897454
2,1809564
2,456312
3,774365
4,1636046
1,122020
2,1155309
3,179922
4,1417896
2,320995
3,364797
1,757193
2,1286738
4,1198360
3,370864
1,264921
3,700980
2,1809562
4,611305
3,38698
1,172803
3,1452324
2,1809427
4,1361887
1,133322
2,302382
3,133658
2,1523532
4,768435
1,1809414
2,372872
1,1809343
1,1140852
5,202150
1,1473802
1,1809299
4,556666
3,164083
2,1043465
3,1809332
3,1582429
4,591047
2,1113192
2,1809346
2,1809355
3,885943
2,777421
4,1183585
3,1416021
2,1086780
2,1508948
2,888044
3,908965
4,788230
1,1720538
1,1173429
3,613965
3,1025005
1,1809286
3,221411
3,1499690
3,1306756
2,1785775
3,1407889
3,43879
1,220456
4,294297
4,1759404
4,183696
3,1809559
4,837826
3,1809417
3,14015
2,1408011
1,972506
2,1326790
2,1502460
4,1609638
1,1676969
2,575411
4,952333
2,1809372
2,1809477
3,468276
2,1629991
2,1160246
2,1076638
3,1349745
4,446140
1,91617
2,1646723
3,1394753
3,842208
3,1809515
2,1601989
2,1809464
4,584171
2,2894
3,808131
3,1303326
2,1176329
2,992770
3,379802
1,36523
2,999430
2,1361442
1,886260
4,95215
1,1134302
3,381603
2,1809568
2,1809533
3,1466086
4,1220984
1,33573
3,145322
2,1809296
3,1579981
4,887534
3,781402
2,581090
3,347512
2,930381
2,6232
3,1250974
2,1481207
3,609149
3,668244
1,1809530
2,1188113
3,1685113
2,69480
2,712485
3,297667
3,758654
2,925102
4,1680318
2,1538715
1,736157
1,1215476
3,655746
1,1809400
2,1972144
