helpfulness,review_id
1,1130688
4,1437136
2,769442
1,343871
2,98308
1,1400127
3,82007
3,973645
3,1652592
2,1040000
4,522479
5,1141317
2,771668
4,1809502
1,1809356
3,106804
4,1523108
3,1521547
3,1255325
4,122135
3,236371
2,1665291
5,1198706
3,1809297
2,1478851
2,1809368
3,1186279
3,243862
3,470240
3,1384313
4,1809371
2,1809549
3,1122313
1,1809318
5,293330
4,673258
5,890158
5,480713
1,1240410
4,1142423
3,97338
2,1582074
3,80508
2,1186702
3,1421819
2,1809436
3,79266
3,473794
1,1565880
2,1809348
4,1247156
3,848477
1,1568725
3,2007800
1,943847
3,1766844
1,1297944
4,897454
3,1809564
3,456312
4,774365
4,1636046
2,122020
3,1155309
3,179922
4,1417896
3,320995
3,364797
2,757193
3,1286738
4,1198360
3,370864
1,264921
2,700980
1,1809562
3,611305
2,38698
1,172803
3,1452324
2,1809427
4,1361887
2,133322
3,302382
5,133658
3,1523532
4,768435
1,1809414
3,372872
1,1809343
1,1140852
4,202150
1,1473802
2,1809299
4,556666
4,164083
2,1043465
2,1809332
3,1582429
3,591047
2,1113192
2,1809346
2,1809355
3,885943
2,777421
3,1183585
2,1416021
1,1086780
2,1508948
2,888044
2,908965
4,788230
1,1720538
1,1173429
4,613965
4,1025005
1,1809286
3,221411
3,1499690
2,1306756
2,1785775
2,1407889
2,43879
1,220456
4,294297
2,1759404
3,183696
2,1809559
3,837826
2,1809417
2,14015
2,1408011
1,972506
3,1326790
2,1502460
4,1609638
1,1676969
1,575411
4,952333
3,1809372
3,1809477
3,468276
2,1629991
2,1160246
2,1076638
3,1349745
4,446140
2,91617
2,1646723
3,1394753
3,842208
3,1809515
2,1601989
1,1809464
5,584171
2,2894
4,808131
2,1303326
2,1176329
2,992770
3,379802
3,36523
2,999430
1,1361442
1,886260
4,95215
1,1134302
2,381603
3,1809568
2,1809533
2,1466086
3,1220984
1,33573
3,145322
2,1809296
3,1579981
3,887534
2,781402
3,581090
2,347512
2,930381
2,6232
3,1250974
2,1481207
4,609149
3,668244
2,1809530
2,1188113
3,1685113
2,69480
2,712485
3,297667
3,758654
2,925102
4,1680318
2,1538715
1,736157
2,1215476
3,655746
1,1809400
2,1972144
