helpfulness,review_id
2,2415252
4,1117804
4,3525171
3,3524683
4,3524286
5,2748945
3,261042
5,2402541
4,1537937
2,2665303
4,2309008
2,3526023
3,3524493
4,3525274
2,3524196
2,3290653
3,383543
2,3525556
4,3525235
3,338877
2,559086
1,288198
1,2835966
3,2418711
3,3523399
1,3523130
4,2214095
2,3525881
2,3525800
2,3522987
1,3523124
1,374010
4,2182324
3,3523618
2,3523865
1,2902997
3,4961857
3,2170148
2,2337737
1,3526272
2,2484568
2,941262
4,4491900
3,3522996
1,3525205
2,3524097
3,479793
2,2444850
3,399861
2,11593
4,1005604
4,600928
2,1895810
3,3523458
3,676375
4,3522892
2,973588
2,3143857
3,3523999
4,1309436
2,2703810
1,3523678
3,3323854
1,3524543
1,3207280
2,3525875
4,545091
2,3524421
4,432083
1,3525214
1,3523613
4,3475339
4,589388
5,3524387
3,649706
2,4643685
3,5828605
1,3525052
4,1572861
2,3523529
4,3144581
4,3524924
4,112643
3,1853186
5,2319273
5,1002906
2,3525617
3,3476693
5,2545683
5,3524321
1,3228205
1,3526790
4,2169186
1,3524504
5,3525328
5,3525051
5,1442520
3,3525942
1,1533423
5,1222901
3,291819
2,3524429
2,475610
4,3080
5,3084222
4,2987853
2,1415179
1,3523891
2,3524938
5,6996
3,3525547
2,5545828
3,3523747
3,3525648
4,1911203
3,3524816
4,2568147
4,227829
4,3523936
2,3523060
2,2902483
4,1182779
3,18801
4,3525643
3,3524840
1,3525084
1,3158490
4,3523042
1,3525613
2,3523038
2,1079652
2,3524891
3,2184786
2,2196459
4,5861175
1,3523548
1,3525258
4,492772
3,3524185
1,3700641
3,1510396
4,2165661
4,750662
5,900952
2,3526229
4,750100
4,4696435
5,1955597
1,4029533
2,2906103
2,28894
1,3525775
2,1544484
1,2843121
1,3523952
4,1115874
3,2955430
2,2079422
5,3526271
4,3188231
1,742562
1,3524328
2,3523567
1,3524517
4,3523538
2,3522939
1,3526376
5,1376669
4,3878508
2,3526491
2,3319390
4,567508
3,323702
2,3158561
1,3526269
4,1425090
3,77210
3,3432768
1,3107730
2,3525700
2,1710086
4,3526765
5,3526619
3,1487042
2,832508
4,151860
2,1024312
1,3525788
1,2028270
1,3524824
2,3524668
4,302190
4,2752051
5,1369161
3,3331916
4,3526712
3,802939
3,2626626
4,3468786
4,5665
