helpfulness,review_id
3,2415252
4,1117804
3,3525171
3,3524683
4,3524286
4,2748945
3,261042
4,2402541
2,1537937
3,2665303
3,2309008
4,3526023
1,3524493
4,3525274
3,3524196
3,3290653
3,383543
3,3525556
3,3525235
3,338877
3,559086
1,288198
1,2835966
2,2418711
3,3523399
3,3523130
3,2214095
3,3525881
2,3525800
3,3522987
4,3523124
1,374010
2,2182324
1,3523618
4,3523865
3,2902997
3,4961857
4,2170148
1,2337737
4,3526272
4,2484568
2,941262
3,4491900
3,3522996
2,3525205
4,3524097
4,479793
3,2444850
3,399861
3,11593
2,1005604
2,600928
4,1895810
3,3523458
2,676375
3,3522892
3,973588
4,3143857
3,3523999
2,1309436
2,2703810
3,3523678
1,3323854
3,3524543
2,3207280
4,3525875
2,545091
2,3524421
4,432083
2,3525214
4,3523613
3,3475339
4,589388
5,3524387
2,649706
3,4643685
3,5828605
3,3525052
4,1572861
3,3523529
3,3144581
4,3524924
4,112643
2,1853186
4,2319273
4,1002906
3,3525617
3,3476693
4,2545683
5,3524321
2,3228205
3,3526790
1,2169186
2,3524504
4,3525328
5,3525051
4,1442520
3,3525942
2,1533423
4,1222901
4,291819
3,3524429
2,475610
1,3080
4,3084222
3,2987853
2,1415179
3,3523891
3,3524938
1,6996
2,3525547
5,5545828
4,3523747
3,3525648
3,1911203
3,3524816
3,2568147
3,227829
3,3523936
2,3523060
3,2902483
4,1182779
4,18801
4,3525643
1,3524840
2,3525084
4,3158490
3,3523042
2,3525613
3,3523038
4,1079652
4,3524891
1,2184786
5,2196459
1,5861175
3,3523548
1,3525258
3,492772
2,3524185
2,3700641
4,1510396
2,2165661
3,750662
3,900952
4,3526229
4,750100
3,4696435
5,1955597
3,4029533
4,2906103
3,28894
2,3525775
3,1544484
4,2843121
2,3523952
3,1115874
2,2955430
2,2079422
3,3526271
3,3188231
4,742562
2,3524328
2,3523567
3,3524517
2,3523538
3,3522939
1,3526376
3,1376669
1,3878508
3,3526491
4,3319390
2,567508
3,323702
3,3158561
4,3526269
4,1425090
3,77210
3,3432768
4,3107730
3,3525700
2,1710086
4,3526765
5,3526619
2,1487042
3,832508
3,151860
2,1024312
3,3525788
2,2028270
2,3524824
4,3524668
3,302190
2,2752051
5,1369161
1,3331916
2,3526712
4,802939
3,2626626
3,3468786
4,5665
