review_id,helpfulness
2415252,4
1117804,5
3525171,3
3524683,4
3524286,4
2748945,3
261042,3
2402541,3
1537937,2
2665303,4
2309008,2
3526023,3
3524493,1
3525274,3
3524196,4
3290653,3
383543,2
3525556,3
3525235,3
338877,4
559086,3
288198,1
2835966,1
2418711,2
3523399,3
3523130,2
2214095,2
3525881,2
3525800,2
3522987,2
3523124,4
374010,1
2182324,2
3523618,1
3523865,4
2902997,3
4961857,3
2170148,3
2337737,1
3526272,4
2484568,4
941262,2
4491900,3
3522996,2
3525205,1
3524097,3
479793,4
2444850,4
399861,3
11593,2
1005604,2
600928,2
1895810,3
3523458,3
676375,3
3522892,2
973588,2
3143857,3
3523999,3
1309436,2
2703810,2
3523678,4
3323854,1
3524543,3
3207280,2
3525875,4
545091,2
3524421,3
432083,5
3525214,3
3523613,4
3475339,2
589388,3
3524387,4
649706,1
4643685,2
5828605,2
3525052,3
1572861,3
3523529,2
3144581,3
3524924,2
112643,4
1853186,1
2319273,4
1002906,4
3525617,3
3476693,3
2545683,3
3524321,3
3228205,2
3526790,3
2169186,2
3524504,2
3525328,4
3525051,4
1442520,4
3525942,3
1533423,2
1222901,4
291819,4
3524429,2
475610,3
3080,1
3084222,3
2987853,4
1415179,2
3523891,1
3524938,4
6996,2
3525547,1
5545828,3
3523747,4
3525648,2
1911203,4
3524816,3
2568147,3
227829,3
3523936,3
3523060,2
2902483,3
1182779,4
18801,4
3525643,4
3524840,1
3525084,2
3158490,5
3523042,3
3525613,2
3523038,4
1079652,3
3524891,3
2184786,1
2196459,4
5861175,2
3523548,2
3525258,1
492772,2
3524185,3
3700641,2
1510396,3
2165661,2
750662,2
900952,3
3526229,2
750100,4
4696435,2
1955597,4
4029533,3
2906103,3
28894,4
3525775,3
1544484,4
2843121,3
3523952,3
1115874,4
2955430,3
2079422,3
3526271,3
3188231,4
742562,4
3524328,2
3523567,2
3524517,3
3523538,1
3522939,3
3526376,1
1376669,4
3878508,1
3526491,2
3319390,4
567508,3
323702,3
3158561,4
3526269,5
1425090,4
77210,3
3432768,2
3107730,4
3525700,4
1710086,3
3526765,4
3526619,5
1487042,2
832508,4
151860,3
1024312,2
3525788,3
2028270,2
3524824,2
3524668,4
302190,3
2752051,2
1369161,4
3331916,1
3526712,2
802939,4
2626626,3
3468786,3
5665,4
