helpfulness,review_id
2,2415252
5,1117804
4,3525171
3,3524683
4,3524286
4,2748945
2,261042
4,2402541
3,1537937
2,2665306
3,2309008
4,3526023
2,3524493
4,3525274
3,3524196
2,3290653
3,383543
2,3525556
4,3525235
3,338877
3,559086
2,288198
1,2835966
3,2418711
3,3523399
4,3523130
5,2214095
3,3525881
2,3525800
3,3522987
4,3523124
1,374010
3,2182324
2,3523618
3,3523865
1,2902997
3,4961857
3,2170148
2,2337737
1,3526272
4,2484568
2,941262
3,4491900
2,3522996
1,3525205
3,3524097
5,479793
2,2444850
3,399861
1,11593
3,1005604
4,600928
4,1895810
5,3523458
3,676375
3,3522892
3,973588
2,3143857
3,3523999
4,1309436
2,2703810
2,3523678
1,3323854
3,3524543
1,3207280
3,3525875
1,545091
1,3524421
4,432083
2,3525214
4,3523613
3,3475339
4,589388
5,3524387
2,649706
2,4643685
3,5828605
4,3525052
4,1572861
2,3523529
3,3144581
4,3524924
4,112643
2,1853186
4,2319273
4,1002906
2,3525617
2,3476693
4,2545683
4,3524321
2,3228205
2,3526790
3,2169186
2,3524504
4,3525328
4,3525051
4,1442520
3,3525942
2,1533420
4,1222901
4,291819
2,3524429
2,475610
3,3080
4,3084222
4,2987853
2,1415179
2,3523891
3,3524938
3,6996
2,3525547
4,5545828
4,3523747
3,3525648
4,1911203
3,3524816
3,2568147
3,227829
3,3523936
2,3523060
3,2902483
3,1182779
5,18801
4,3525643
1,3524840
2,3525084
2,3158490
4,3523042
2,3525613
2,3523038
4,1079652
4,3524891
2,2184786
4,2196459
2,5861175
3,3523548
2,3525258
2,492772
3,3524185
2,3700641
4,1510396
3,2165661
4,750662
4,900952
3,3526229
4,750100
3,4696435
4,1955597
2,4029533
2,2906103
4,28894
2,3525775
3,1544484
2,2843121
2,3523952
4,1115874
3,2955430
2,2079422
4,3526271
5,3188231
4,742562
2,3524328
2,3523567
2,3524517
2,3523538
3,3522939
1,3526376
5,1376669
3,3878508
3,3526491
3,3319390
3,567508
3,323702
3,3158561
1,3526269
4,1425090
3,77210
3,3432768
2,3107730
2,3525700
2,1710086
5,3526765
4,3526619
2,1487042
1,832508
4,151860
1,1024312
1,3525788
1,2028270
1,3524824
2,3524668
5,302190
3,2752051
5,1369161
2,3331916
3,3526712
4,802939
3,2626626
4,3468786
4,5665
